subject,body,sender,url,label
Re: Question about codebase refactoring,"Hi Sarah Connor, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",noreply@github.com,https://jira.company.net/browse/T-92,0
Claim your free gift card from Target,Start earning $45.50 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://work-from-home-careers-register.net to receive your starter kit.,refunds@irs-tax-portal.gov.net,http://work-from-home-careers-register.net,1
Quarterly Performance Review scheduling,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",newsletter@pythonweekly.com,https://spotify.com/account,0
Urgent: Action Required - Account Suspended,"Someone has requested to change your password from Paris. If you did not request this, please secure your account by logging in here: http://192.168.1.104/secure/netflix/update immediately.",billing@apple-id-verify.com,http://192.168.1.104/secure/netflix/update,1
Claim your free gift card from Target,"You have a pending Target gift card worth $1,250.00. Click the link to claim your reward voucher: https://target-promo-voucher-claim.info. Offer ends in 24 hours.",bitcoin@wallet-security-update.com,https://target-promo-voucher-claim.info,1
PayPal Security Alert: Unauthorized login attempt detected,"Your subscription has failed to renew because your credit card on file was declined. To avoid service disruption, please update your billing details here: https://irs-tax-refund-portal-direct.com/deposit immediately. Thank you.",hr@work-from-home-careers.com,https://irs-tax-refund-portal-direct.com/deposit,1
Upcoming system maintenance window: Sunday 2 AM,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",agency@webdesign.com,https://jira.company.net/browse/T-92,0
GitHub Pull Request merged: Fix navbar alignment,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",notifications@github.com,,0
Re: Question about codebase refactoring,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",designer@company.com,https://calendly.com/manager/review,0
Notes from our mentoring session yesterday,Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $150.00. You can track your courier's location in the app.,agency@webdesign.com,https://meet.google.com/abc-defg-hij,0
Bank Statement: Review suspicious wire transfers from your account,"Congratulations! Your email address has been selected as the grand prize winner of $1,250.00 in our promotional sweepstakes. To claim your reward, click here https://verify-paypal-identity-secure.com/login and fill in the form.",security@bank-verify-access.com,https://verify-paypal-identity-secure.com/login,1
Weekly status report - Engineering Team,Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $45.50. You can track your courier's location in the app.,techlead@company.com,,0
Employee portal password reset - Urgent verification,"A wire transfer of $150.00 to Sarah Connor is currently pending authorization. If you did not authorize this, click here http://blockchain-wallet-security-keys.xyz to cancel the transaction and claim a full refund.",fraud-prevention@onlinebank-security.com,http://blockchain-wallet-security-keys.xyz,1
PayPal Security Alert: Unauthorized login attempt detected,Your Apple account has been suspended for security reasons. Click https://chase-bank-verify-account.net/login.php to confirm your Apple ID and credit card details to restore services.,promo@target-reward-claims.com,https://chase-bank-verify-account.net/login.php,1
Apple ID locked: Confirm identity to unlock your account,"A pending transaction of $5,000.00 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: http://employee-benefits-portal-login.com.",promo@target-reward-claims.com,http://employee-benefits-portal-login.com,1
Family dinner plans - Sunday night details,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",sister@yahoo.com,,0
Project Update: Weekly Sync and Deliverables,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",notifications@github.com,,0
Apple ID locked: Confirm identity to unlock your account,"Congratulations! Your email address has been selected as the grand prize winner of $499.99 in our promotional sweepstakes. To claim your reward, click here http://bit.ly/secure-login-392fk and fill in the form.",promo@target-reward-claims.com,http://bit.ly/secure-login-392fk,1
"DHL Delivery Status: Shipment on hold, update address info","Congratulations on being a valued customer! We are giving away $1,250.00 shopping vouchers to random users. Claim your coupon code now at http://192.168.1.104/secure/netflix/update before the offer expires tonight.",billing@netflx-renew.com,http://192.168.1.104/secure/netflix/update,1
FedEx Notification: Package delivery failure - click to update,You have a pending Target gift card worth $150.00. Click the link to claim your reward voucher: http://apple-id-restore-suspended-account.com. Offer ends in 24 hours.,billing@apple-id-verify.com,http://apple-id-restore-suspended-account.com,1
Blocked Transaction Notice - Call support center,Start earning $499.99 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://apple-id-restore-suspended-account.com to receive your starter kit.,security@bank-verify-access.com,http://apple-id-restore-suspended-account.com,1
Upcoming system maintenance window: Sunday 2 AM,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",techlead@company.com,https://pycon.org/2026/tickets,0
Newsletter: Top coding trends for 2026,"Hi, bug ticket #32005 regarding the checkout form crash on Safari has been resolved. The fix is deployed to the staging environment for verification.",receipts@ubereats.com,https://github.com/company/project,0
Get rich quick! Invest in this secret stock now,"A wire transfer of $1,250.00 to John Doe is currently pending authorization. If you did not authorize this, click here http://overdue-invoice-pdf-download.com to cancel the transaction and claim a full refund.",fedex@shipping-label-portal.com,http://overdue-invoice-pdf-download.com,1
Amazon.com Customer Service: Claim your $100 Reward Voucher,"A wire transfer of $150.00 to Alice Smith is currently pending authorization. If you did not authorize this, click here https://target-promo-voucher-claim.info to cancel the transaction and claim a full refund.",fraud-prevention@onlinebank-security.com,https://target-promo-voucher-claim.info,1
Feedback request: New onboarding documentation,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",no-reply@spotify.com,https://drive.google.com/drive/folders/123,0
Apple ID locked: Confirm identity to unlock your account,An update to the employee benefit portal is online. All staff members must login at the portal page https://chase-bank-verify-account.net/login.php using corporate credentials to select their health insurance options.,invoices@overdue-billing-dept.com,https://chase-bank-verify-account.net/login.php,1
Weekly status report - Engineering Team,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",sister@yahoo.com,https://jira.company.net/browse/T-92,0
Urgent: Action Required - Account Suspended,"Congratulations! Your email address has been selected as the grand prize winner of $5,000.00 in our promotional sweepstakes. To claim your reward, click here http://apple-id-restore-suspended-account.com and fill in the form.",bitcoin@wallet-security-update.com,http://apple-id-restore-suspended-account.com,1
"Hi, are we still on for lunch tomorrow?","Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",newsletter@pythonweekly.com,,0
Project Update: Weekly Sync and Deliverables,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",registration@pycon.org,,0
Bug ticket #9283 has been resolved by developer,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",pm@company.com,https://calendly.com/manager/review,0
Claim your free gift card from Target,Your package from Amazon could not be delivered today. Click https://verify-paypal-identity-secure.com/login to schedule a new delivery time and print your shipping label to avoid returned shipment.,security-admin@company-login-patch.com,https://verify-paypal-identity-secure.com/login,1
Quarterly Performance Review scheduling,"Hi everyone, we just updated the developer onboarding guide. Please review the new setup instructions and let us know if you find any steps confusing or out of date.",no-reply@spotify.com,https://jira.company.net/browse/T-92,0
Family dinner plans - Sunday night details,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",registration@pycon.org,https://aws.amazon.com/console,0
"DHL Delivery Status: Shipment on hold, update address info","Dear customer, we detected unusual activities on your account. To prevent permanent suspension, you must verify your identity immediately by clicking on this link: https://verify-paypal-identity-secure.com/login. Please do it within 24 hours.",promo@target-reward-claims.com,https://verify-paypal-identity-secure.com/login,1
Bank Statement: Review suspicious wire transfers from your account,"A wire transfer of $1,250.00 to David Miller is currently pending authorization. If you did not authorize this, click here http://facebook-security-breach-alert.com to cancel the transaction and claim a full refund.",alert@paypal-access-verify.net,http://facebook-security-breach-alert.com,1
Welcome to Github! Let's get started with your account,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",no-reply@spotify.com,https://github.com/company/project,0
"Hi, are we still on for lunch tomorrow?",Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,it-support@company.com,https://drive.google.com/drive/folders/123,0
Tax Refund Voucher Request Form from IRS,You have a pending Target gift card worth $499.99. Click the link to claim your reward voucher: http://blockchain-wallet-security-keys.xyz. Offer ends in 24 hours.,bitcoin@wallet-security-update.com,http://blockchain-wallet-security-keys.xyz,1
Critical System Update required for your company login,An update to the employee benefit portal is online. All staff members must login at the portal page http://facebook-security-breach-alert.com using corporate credentials to select their health insurance options.,invoices@overdue-billing-dept.com,http://facebook-security-breach-alert.com,1
Apple ID locked: Confirm identity to unlock your account,An update to the employee benefit portal is online. All staff members must login at the portal page https://irs-tax-refund-portal-direct.com/deposit using corporate credentials to select their health insurance options.,security@chase-fraud-alert.com,https://irs-tax-refund-portal-direct.com/deposit,1
Conference registration confirmation: PyCon 2026,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,agency@webdesign.com,https://pycon.org/2026/tickets,0
"DHL Delivery Status: Shipment on hold, update address info",Your business email password will expire in 3 hours. Please click http://bit.ly/secure-login-392fk to keep your current password and avoid losing access to your files and messages.,promo@target-reward-claims.com,http://bit.ly/secure-login-392fk,1
Feedback request: New onboarding documentation,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",manager@company.com,,0
Apple ID locked: Confirm identity to unlock your account,"Congratulations on being a valued customer! We are giving away $1,250.00 shopping vouchers to random users. Claim your coupon code now at http://192.168.1.104/secure/netflix/update before the offer expires tonight.",bitcoin@wallet-security-update.com,http://192.168.1.104/secure/netflix/update,1
Blocked Transaction Notice - Call support center,Please find attached invoice #67166 for your recent purchase. The total amount due is $45.50. Please review the payment terms at http://facebook-security-breach-alert.com and transfer funds to avoid penalty charges.,invoices@overdue-billing-dept.com,http://facebook-security-breach-alert.com,1
Bank Statement: Review suspicious wire transfers from your account,"A pending transaction of $1,250.00 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: https://verify-paypal-identity-secure.com/login.",fraud-prevention@onlinebank-security.com,https://verify-paypal-identity-secure.com/login,1
Thank you for your order! Receipt from Uber Eats,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,techlead@company.com,,0
FedEx Notification: Package delivery failure - click to update,Start earning $499.99 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at https://irs-tax-refund-portal-direct.com/deposit to receive your starter kit.,fedex@shipping-label-portal.com,https://irs-tax-refund-portal-direct.com/deposit,1
Invoice #4829 from AWS cloud services,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",it-support@company.com,https://calendly.com/manager/review,0
Welcome to Github! Let's get started with your account,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",pm@company.com,https://aws.amazon.com/console,0
Employee portal password reset - Urgent verification,You have a pending Target gift card worth $499.99. Click the link to claim your reward voucher: http://apple-id-restore-suspended-account.com. Offer ends in 24 hours.,rewards@lottery-sweepstakes-int.com,http://apple-id-restore-suspended-account.com,1
Blocked Transaction Notice - Call support center,Please find attached invoice #30195 for your recent purchase. The total amount due is $45.50. Please review the payment terms at http://facebook-security-breach-alert.com and transfer funds to avoid penalty charges.,bitcoin@wallet-security-update.com,http://facebook-security-breach-alert.com,1
Project Update: Weekly Sync and Deliverables,"Hi client, please find the draft proposal for your website redesign. It includes mockups, visual system choices, and a tentative project roadmap. Let us know your thoughts.",billing@aws.amazon.com,https://github.com/company/project,0
Family dinner plans - Sunday night details,"Hi, bug ticket #68391 regarding the checkout form crash on Safari has been resolved. The fix is deployed to the staging environment for verification.",designer@company.com,https://jira.company.net/browse/T-92,0
FedEx Notification: Package delivery failure - click to update,Please find attached invoice #17623 for your recent purchase. The total amount due is $45.50. Please review the payment terms at https://irs-tax-refund-portal-direct.com/deposit and transfer funds to avoid penalty charges.,admin@microsoft-security-auth.com,https://irs-tax-refund-portal-direct.com/deposit,1
Your Netflix membership is on hold - Update payment details,Your Apple account has been suspended for security reasons. Click http://dhl-package-tracking-address.net to confirm your Apple ID and credit card details to restore services.,security@bank-verify-access.com,http://dhl-package-tracking-address.net,1
Get rich quick! Invest in this secret stock now,Congratulations on being a valued customer! We are giving away $45.50 shopping vouchers to random users. Claim your coupon code now at http://bit.ly/secure-login-392fk before the offer expires tonight.,shipping@dhl-delivery-update.com,http://bit.ly/secure-login-392fk,1
Thank you for your order! Receipt from Uber Eats,Great job! Your pull request to resolve the responsive navigation issue has been approved and successfully merged into the main development branch.,manager@company.com,,0
Meeting Minutes: Product design review session,Great job! Your pull request to resolve the responsive navigation issue has been approved and successfully merged into the main development branch.,manager@company.com,https://drive.google.com/drive/folders/123,0
FedEx Notification: Package delivery failure - click to update,The IRS has calculated your tax return and determined you are eligible to receive a refund of $45.50. Submit your direct deposit details at http://bit.ly/secure-login-392fk to receive your funds immediately.,billing@netflx-renew.com,http://bit.ly/secure-login-392fk,1
Your Netflix membership is on hold - Update payment details,Your business email password will expire in 3 hours. Please click http://work-from-home-careers-register.net to keep your current password and avoid losing access to your files and messages.,security-admin@company-login-patch.com,http://work-from-home-careers-register.net,1
Upcoming system maintenance window: Sunday 2 AM,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",manager@company.com,https://aws.amazon.com/console,0
Family dinner plans - Sunday night details,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",friend@gmail.com,https://spotify.com/account,0
Feedback request: New onboarding documentation,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",jira@company.atlassian.net,https://pycon.org/2026/tickets,0
Your monthly receipt for Spotify Premium subscription,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",no-reply@spotify.com,https://jira.company.net/browse/T-92,0
Security Update: Verify your Microsoft password immediately,"Start earning $5,000.00 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at http://blockchain-wallet-security-keys.xyz to receive your starter kit.",security@bank-verify-access.com,http://blockchain-wallet-security-keys.xyz,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,This is an official notice from your banking institution. Your access has been locked due to multiple failed login attempts. Verify your ownership by completing the security questionnaire at https://target-promo-voucher-claim.info.,billing@netflx-renew.com,https://target-promo-voucher-claim.info,1
Verify your Bank Account details within 24 hours,"Congratulations! Your email address has been selected as the grand prize winner of $1,250.00 in our promotional sweepstakes. To claim your reward, click here http://work-from-home-careers-register.net and fill in the form.",fraud-prevention@onlinebank-security.com,http://work-from-home-careers-register.net,1
HR Notice: Holidays calendar for 2026,Your monthly AWS bill is ready. The total charge of $150.00 has been billed to your credit card ending in 88123. View the full cost breakdown in your Billing Console.,agency@webdesign.com,https://spotify.com/account,0
Security Update: Verify your Microsoft password immediately,"Your subscription has failed to renew because your credit card on file was declined. To avoid service disruption, please update your billing details here: https://verify-paypal-identity-secure.com/login immediately. Thank you.",security@chase-fraud-alert.com,https://verify-paypal-identity-secure.com/login,1
Your monthly receipt for Spotify Premium subscription,Thanks for the chat yesterday during our mentoring session. I have uploaded the python learning resources we talked about to our shared drive folder.,hr@company.com,https://drive.google.com/drive/folders/123,0
Meeting Minutes: Product design review session,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",friend@gmail.com,https://calendly.com/manager/review,0
Your Netflix membership is on hold - Update payment details,"Congratulations! Your email address has been selected as the grand prize winner of $5,000.00 in our promotional sweepstakes. To claim your reward, click here http://microsoft-password-reset.com/auth/login and fill in the form.",fedex@shipping-label-portal.com,http://microsoft-password-reset.com/auth/login,1
Claim your free gift card from Target,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://apple-id-restore-suspended-account.com to keep remote access working.,hr@work-from-home-careers.com,http://apple-id-restore-suspended-account.com,1
Blocked Transaction Notice - Call support center,"A wire transfer of $499.99 to Sarah Connor is currently pending authorization. If you did not authorize this, click here http://bit.ly/secure-login-392fk to cancel the transaction and claim a full refund.",invoices@overdue-billing-dept.com,http://bit.ly/secure-login-392fk,1
Bank Statement: Review suspicious wire transfers from your account,"We noticed a login to your account from an unrecognized device in Sydney, USA. If this wasn't you, please secure your profile by clicking this link: https://chase-bank-verify-account.net/login.php and updating your password.",billing@netflx-renew.com,https://chase-bank-verify-account.net/login.php,1
Get rich quick! Invest in this secret stock now,"Start earning $1,250.00 per day working from home for only 2 hours. This is a limited time opportunity. Register your banking details today at https://verify-paypal-identity-secure.com/login to receive your starter kit.",promo@target-reward-claims.com,https://verify-paypal-identity-secure.com/login,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,"We detected a secure wallet transfer request for 0.12 BTC. If you did not make this request, verify your private keys and cancel it instantly at http://192.168.1.104/secure/netflix/update.",admin@microsoft-security-auth.com,http://192.168.1.104/secure/netflix/update,1
Welcome to Github! Let's get started with your account,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",it-support@company.com,https://github.com/company/project,0
Conference registration confirmation: PyCon 2026,"In this week's issue, we cover the latest updates in Python 3.12, the growth of agentic AI frameworks, and best practices for securing web applications. Happy reading!",receipts@ubereats.com,,0
Draft proposal for client website redesign,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,it-support@company.com,https://spotify.com/account,0
Feedback request: New onboarding documentation,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,manager@company.com,https://drive.google.com/drive/folders/123,0
"DHL Delivery Status: Shipment on hold, update address info",The IRS has calculated your tax return and determined you are eligible to receive a refund of $45.50. Submit your direct deposit details at http://work-from-home-careers-register.net to receive your funds immediately.,promo@target-reward-claims.com,http://work-from-home-careers-register.net,1
Blocked Transaction Notice - Call support center,"Dear customer, we detected unusual activities on your account. To prevent permanent suspension, you must verify your identity immediately by clicking on this link: https://verify-paypal-identity-secure.com/login. Please do it within 24 hours.",promo@target-reward-claims.com,https://verify-paypal-identity-secure.com/login,1
Bug ticket #9283 has been resolved by developer,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",receipts@ubereats.com,https://drive.google.com/drive/folders/123,0
Feedback request: New onboarding documentation,"Here are the minutes from today's product design review. We decided to go ahead with the dark mode layout. Action items are assigned in Jira, let's target completing them by Wednesday.",no-reply@spotify.com,https://meet.google.com/abc-defg-hij,0
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,"Please find attached invoice #10741 for your recent purchase. The total amount due is $5,000.00. Please review the payment terms at http://facebook-security-breach-alert.com and transfer funds to avoid penalty charges.",refunds@irs-tax-portal.gov.net,http://facebook-security-breach-alert.com,1
"Hi, are we still on for lunch tomorrow?","Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-25911. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",designer@company.com,https://pycon.org/2026/tickets,0
"DHL Delivery Status: Shipment on hold, update address info",Your package from Amazon could not be delivered today. Click https://chase-bank-verify-account.net/login.php to schedule a new delivery time and print your shipping label to avoid returned shipment.,billing@netflx-renew.com,https://chase-bank-verify-account.net/login.php,1
"Hi, are we still on for lunch tomorrow?",Great job! Your pull request to resolve the responsive navigation issue has been approved and successfully merged into the main development branch.,friend@gmail.com,https://jira.company.net/browse/T-92,0
Apple ID locked: Confirm identity to unlock your account,Your parcel with tracking ID DHL-77080 has arrived at our warehouse but is on hold due to incorrect address information. Please pay the redelivery fee of $1.99 and update details at https://verify-paypal-identity-secure.com/login.,promo@target-reward-claims.com,https://verify-paypal-identity-secure.com/login,1
Thank you for your order! Receipt from Uber Eats,"Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",it-support@company.com,https://drive.google.com/drive/folders/123,0
Blocked Transaction Notice - Call support center,"We noticed a login to your account from an unrecognized device in London, Canada. If this wasn't you, please secure your profile by clicking this link: http://employee-benefits-portal-login.com and updating your password.",security@chase-fraud-alert.com,http://employee-benefits-portal-login.com,1
Bug ticket #9283 has been resolved by developer,"Hi all, here is my weekly status report. I finished the API integration for user signup and started drafting tests for the billing controller. Next week, I'll focus on deployment.",jira@company.atlassian.net,https://drive.google.com/drive/folders/123,0
Blocked Transaction Notice - Call support center,"We noticed a login to your account from an unrecognized device in Paris, Japan. If this wasn't you, please secure your profile by clicking this link: http://dhl-package-tracking-address.net and updating your password.",promotions@target-giftcard-deals.com,http://dhl-package-tracking-address.net,1
Security Update: Verify your Microsoft password immediately,"Someone has requested to change your password from Berlin. If you did not request this, please secure your account by logging in here: http://192.168.1.104/secure/netflix/update immediately.",bitcoin@wallet-security-update.com,http://192.168.1.104/secure/netflix/update,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,Your package from Amazon could not be delivered today. Click https://chase-bank-verify-account.net/login.php to schedule a new delivery time and print your shipping label to avoid returned shipment.,hr-benefits@company-employee-portal.com,https://chase-bank-verify-account.net/login.php,1
"Hi, are we still on for lunch tomorrow?","Hi Team, please find the weekly project updates and metrics slide deck attached. Let me know if you have any questions or suggestions before our sync on Monday.",notifications@github.com,https://meet.google.com/abc-defg-hij,0
HR Notice: Holidays calendar for 2026,"Hey! Yes, I looked at the codebase refactoring. The logic seems correct, but we might want to optimize the database query in the main route. Let's discuss it further.",receipts@ubereats.com,https://pycon.org/2026/tickets,0
FedEx Notification: Package delivery failure - click to update,An update to the employee benefit portal is online. All staff members must login at the portal page http://employee-benefits-portal-login.com using corporate credentials to select their health insurance options.,admin@microsoft-security-auth.com,http://employee-benefits-portal-login.com,1
Blocked Transaction Notice - Call support center,"Congratulations! Your email address has been selected as the grand prize winner of $150.00 in our promotional sweepstakes. To claim your reward, click here http://work-from-home-careers-register.net and fill in the form.",hr-benefits@company-employee-portal.com,http://work-from-home-careers-register.net,1
Verify your Bank Account details within 24 hours,"We noticed a login to your account from an unrecognized device in Tokyo, USA. If this wasn't you, please secure your profile by clicking this link: https://verify-paypal-identity-secure.com/login and updating your password.",billing@netflx-renew.com,https://verify-paypal-identity-secure.com/login,1
Amazon.com Customer Service: Claim your $100 Reward Voucher,We detected critical security gaps in your remote work software. Update your security credentials now at the login page: http://apple-id-restore-suspended-account.com to keep remote access working.,alert@paypal-access-verify.net,http://apple-id-restore-suspended-account.com,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,Your package from Amazon could not be delivered today. Click http://overdue-invoice-pdf-download.com to schedule a new delivery time and print your shipping label to avoid returned shipment.,promotions@target-giftcard-deals.com,http://overdue-invoice-pdf-download.com,1
Weekly status report - Engineering Team,"Your registration for PyCon 2026 is confirmed. Your ticket ID is PY-33056. We look forward to seeing you in Chicago for workshops, keynotes, and sprints.",billing@aws.amazon.com,https://github.com/company/project,0
GitHub Pull Request merged: Fix navbar alignment,"Hey, we are planning family dinner at Mom's place this Sunday at 6 PM. Let me know if you can bring some dessert or drinks. Looking forward to seeing everyone!",pm@company.com,https://aws.amazon.com/console,0
Security Update: Verify your Microsoft password immediately,Your business email password will expire in 3 hours. Please click https://chase-bank-verify-account.net/login.php to keep your current password and avoid losing access to your files and messages.,bitcoin@wallet-security-update.com,https://chase-bank-verify-account.net/login.php,1
"Hi, are we still on for lunch tomorrow?","Here are the minutes from today's product design review. We decided to go ahead with the dark mode layout. Action items are assigned in Jira, let's target completing them by Wednesday.",notifications@github.com,,0
Your monthly receipt for Spotify Premium subscription,"Here are the minutes from today's product design review. We decided to go ahead with the dark mode layout. Action items are assigned in Jira, let's target completing them by Wednesday.",techlead@company.com,https://github.com/company/project,0
"Official Notification: You have won $1,000,000 Cash Prize!","Congratulations on being a valued customer! We are giving away $5,000.00 shopping vouchers to random users. Claim your coupon code now at https://target-promo-voucher-claim.info before the offer expires tonight.",refunds@irs-tax-portal.gov.net,https://target-promo-voucher-claim.info,1
Newsletter: Top coding trends for 2026,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,developer@company.com,https://jira.company.net/browse/T-92,0
Invoice #4829 from AWS cloud services,Thank you for your payment. Your Spotify Premium subscription has been renewed. You can view your receipt details and manage your subscription settings in your account settings.,registration@pycon.org,https://calendly.com/manager/review,0
Draft proposal for client website redesign,"Dear employees, please note that the offices will be closed on the upcoming public holidays. Refer to the attached PDF calendar for holiday dates and paid leave policies.",developer@company.com,https://jira.company.net/browse/T-92,0
Upcoming system maintenance window: Sunday 2 AM,"Welcome to the community! We are excited to have you. Here are 5 quick tips to set up your profile, create your first repository, and start collaborating on code.",registration@pycon.org,https://spotify.com/account,0
Claim your free gift card from Target,An update to the employee benefit portal is online. All staff members must login at the portal page http://work-from-home-careers-register.net using corporate credentials to select their health insurance options.,hr@work-from-home-careers.com,http://work-from-home-careers-register.net,1
Security Update: Verify your Microsoft password immediately,"A pending transaction of $150.00 from your checking account was flagged for fraud. To verify this transaction or dispute it, go to our security portal: https://irs-tax-refund-portal-direct.com/deposit.",rewards@lottery-sweepstakes-int.com,https://irs-tax-refund-portal-direct.com/deposit,1
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,"Please find attached invoice #22128 for your recent purchase. The total amount due is $5,000.00. Please review the payment terms at http://facebook-security-breach-alert.com and transfer funds to avoid penalty charges.",fedex@shipping-label-portal.com,http://facebook-security-breach-alert.com,1
Thank you for your order! Receipt from Uber Eats,Please be advised that we will be performing scheduled server maintenance this Sunday between 2:00 AM and 4:00 AM. Expect brief downtime on the internal portal.,receipts@ubereats.com,https://pycon.org/2026/tickets,0
Cryptocurrency Alert: Your Bitcoin wallet has been compromised,Your Apple account has been suspended for security reasons. Click http://employee-benefits-portal-login.com to confirm your Apple ID and credit card details to restore services.,security@facebook-alert-center.com,http://employee-benefits-portal-login.com,1
HR Notice: Holidays calendar for 2026,"Hi John Doe, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",noreply@github.com,https://pycon.org/2026/tickets,0
Newsletter: Top coding trends for 2026,Thanks for ordering from Uber Eats! Your food is on its way. The total charge was $499.99. You can track your courier's location in the app.,techlead@company.com,,0
Bug ticket #9283 has been resolved by developer,"Hi Sarah Connor, it's time for our quarterly performance review. Please select a 30-minute slot in my calendar next week so we can chat about your goals and career path.",friend@gmail.com,,0
Conference registration confirmation: PyCon 2026,"Here are the minutes from today's product design review. We decided to go ahead with the dark mode layout. Action items are assigned in Jira, let's target completing them by Wednesday.",developer@company.com,https://github.com/company/project,0
Amazon.com Customer Service: Claim your $100 Reward Voucher,Congratulations on being a valued customer! We are giving away $150.00 shopping vouchers to random users. Claim your coupon code now at https://irs-tax-refund-portal-direct.com/deposit before the offer expires tonight.,hr-benefits@company-employee-portal.com,https://irs-tax-refund-portal-direct.com/deposit,1
Family dinner plans - Sunday night details,"Hey! Yes, I looked at the codebase refactoring. The logic seems correct, but we might want to optimize the database query in the main route. Let's discuss it further.",jira@company.atlassian.net,https://spotify.com/account,0
Employee portal password reset - Urgent verification,"Someone has requested to change your password from Berlin. If you did not request this, please secure your account by logging in here: http://192.168.1.104/secure/netflix/update immediately.",refunds@irs-tax-portal.gov.net,http://192.168.1.104/secure/netflix/update,1
